Order_ID,Customer_Name,Email,City,Product,Quantity,Unit_Price,Order_Date,Status,Age,Order_Value
45004.0,Rohan Mehta,rohan@example.com,Puducherry,Nexus-Y,2,1299.0,2024-05-13,Delivered,45.0,2598.0
45006.0,Rohan Mehta,rohan@example.com,Puducherry,Orion-1,3,1299.0,2024-06-08,Shipped,40.0,3897.0
45007.0,Neha  Gupta,neha@example.com,Bengaluru,Orion-2,2,750.0,2024-10-08,Processing,32.0,1500.0
45008.0,Neha  Gupta,neha@example.com,Mumbai,Orion-2,5,750.0,2024-06-06,Delivered,32.0,3750.0
45009.0,Neha  Gupta,neha@example.com,Puducherry,Nexus-X,2,750.0,2024-04-10,Shipped,25.0,1500.0
45010.0,Neha  Gupta,neha@example.com,Bengaluru,Orion-2,2,499.99,2024-07-26,Shipped,32.0,999.98
45011.0,Arjun Singh,arjun@example.com,Bengaluru,Vega-Pro,3,750.0,2024-07-22,Delivered,40.0,2250.0
45012.0,Priya Sharma,priya@example.com,Bengaluru,Orion-1,5,1499.97,2024-09-23,Processing,32.0,7499.85
45013.0,Neha  Gupta,neha@example.com,Mumbai,Orion-1,3,499.99,2024-09-04,Cancelled,32.0,1499.97
45014.0,Ananya Reddy,ananya@example.com,Mumbai,Nexus-Y,4,1299.0,2024-07-26,Shipped,45.0,5196.0
45015.0,Arjun Singh,arjun@example.com,Puducherry,Vega-Pro,3,750.0,2024-07-02,Shipped,25.0,2250.0
45016.0,Kabir Khan,kabir@example.com,Bengaluru,Orion-1,2,750.0,2024-08-21,Delivered,45.0,1500.0
45018.0,Priya Sharma,priya@example.com,Puducherry,Vega-Pro,2,1499.97,2024-08-30,Shipped,32.0,2999.94
45020.0,Ananya Reddy,ananya@example.com,Mumbai,Vega-Pro,2,499.99,2024-09-15,Shipped,25.0,999.98
45021.0,Arjun Singh,arjun@example.com,Mumbai,Nexus-X,4,1499.97,2024-09-08,Shipped,45.0,5999.88
45022.0,Arjun Singh,arjun@example.com,Mumbai,Vega-Pro,5,1499.97,2024-06-14,Shipped,32.0,7499.85
45023.0,Rohan Mehta,rohan@example.com,Puducherry,Orion-2,4,1299.0,2024-05-14,Processing,45.0,5196.0
45024.0,Priya Sharma,priya@example.com,Puducherry,Nexus-Y,5,750.0,2024-06-16,Delivered,32.0,3750.0
45025.0,Kabir Khan,kabir@example.com,Bengaluru,Orion-1,2,1299.0,2024-09-23,Cancelled,32.0,2598.0
45026.0,Rohan Mehta,rohan@example.com,Puducherry,Orion-1,3,299.5,2024-06-18,Shipped,25.0,898.5
45027.0,Rohan Mehta,rohan@example.com,Puducherry,Orion-1,5,750.0,2024-10-26,Processing,45.0,3750.0
45028.0,Priya Sharma,priya@example.com,Mumbai,Vega-Pro,2,750.0,2024-09-19,Shipped,32.0,1500.0
45029.0,Priya Sharma,priya@example.com,Mumbai,Nexus-X,1,499.99,2024-01-02,Delivered,40.0,499.99
45030.0,Priya Sharma,priya@example.com,Puducherry,Vega-Pro,5,1299.0,2024-03-09,Shipped,32.0,6495.0
45031.0,Priya Sharma,priya@example.com,Bengaluru,Nexus-Y,3,750.0,2024-02-19,Delivered,32.0,2250.0
45032.0,Rohan Mehta,rohan@example.com,Bengaluru,Nexus-X,2,1299.0,2024-10-23,Shipped,45.0,2598.0
45033.0,Priya Sharma,priya@example.com,Bengaluru,Nexus-X,1,1299.0,2024-01-13,Shipped,25.0,1299.0
45034.0,Arjun Singh,arjun@example.com,Bengaluru,Vega-Pro,4,1499.97,2024-07-30,Cancelled,32.0,5999.88
45035.0,Kabir Khan,kabir@example.com,Mumbai,Nexus-X,5,750.0,2024-01-25,Processing,32.0,3750.0
45036.0,Neha  Gupta,neha@example.com,Puducherry,Nexus-X,2,1499.97,2024-04-25,Processing,32.0,2999.94
45037.0,Rohan Mehta,rohan@example.com,Mumbai,Nexus-X,5,750.0,2024-10-10,Delivered,29.0,3750.0
45038.0,Ananya Reddy,ananya@example.com,Mumbai,Nexus-X,1,1499.97,2024-05-13,Shipped,32.0,1499.97
45039.0,Ananya Reddy,ananya@example.com,Mumbai,Nexus-Y,2,299.5,2024-05-02,Shipped,32.0,599.0
45040.0,Kabir Khan,kabir@example.com,Bengaluru,Nexus-X,2,750.0,2024-04-29,Cancelled,32.0,1500.0
45041.0,Kabir Khan,kabir@example.com,Bengaluru,Nexus-Y,1,499.99,2024-02-27,Shipped,32.0,499.99
45042.0,Priya Sharma,priya@example.com,Bengaluru,Nexus-X,1,1499.97,2024-01-22,Processing,32.0,1499.97
45043.0,Priya Sharma,priya@example.com,Puducherry,Nexus-X,2,499.99,2024-05-06,Processing,25.0,999.98
45044.0,Ananya Reddy,ananya@example.com,Bengaluru,Orion-1,2,499.99,2024-03-08,Shipped,29.0,999.98
45045.0,Rohan Mehta,rohan@example.com,Mumbai,Orion-2,5,499.99,2024-06-28,Processing,32.0,2499.95
45047.0,Neha  Gupta,neha@example.com,Bengaluru,Vega-Pro,4,750.0,2024-02-16,Processing,40.0,3000.0
45048.0,Priya Sharma,priya@example.com,Mumbai,Nexus-X,1,299.5,2024-09-08,Shipped,32.0,299.5
45049.0,Kabir Khan,kabir@example.com,Mumbai,Vega-Pro,5,1299.0,2024-03-22,Shipped,32.0,6495.0
45050.0,Priya Sharma,priya@example.com,Bengaluru,Nexus-X,2,750.0,2024-10-14,Delivered,32.0,1500.0
45051.0,Neha  Gupta,neha@example.com,Puducherry,Nexus-X,2,750.0,2024-01-13,Delivered,32.0,1500.0
45052.0,Kabir Khan,kabir@example.com,Puducherry,Nexus-Y,2,750.0,2024-04-29,Processing,32.0,1500.0
45053.0,Kabir Khan,kabir@example.com,Mumbai,Vega-Pro,3,750.0,2024-10-10,Shipped,29.0,2250.0
45054.0,Kabir Khan,kabir@example.com,Mumbai,Nexus-Y,2,750.0,2024-05-01,Shipped,32.0,1500.0
45055.0,Priya Sharma,priya@example.com,Mumbai,Vega-Pro,2,1499.97,2024-04-30,Delivered,32.0,2999.94
45056.0,Priya Sharma,priya@example.com,Bengaluru,Nexus-Y,2,1499.97,2024-03-16,Cancelled,29.0,2999.94
45058.0,Ananya Reddy,ananya@example.com,Mumbai,Vega-Pro,5,750.0,2024-01-12,Cancelled,25.0,3750.0
45059.0,Ananya Reddy,ananya@example.com,Mumbai,Orion-2,2,1499.97,2024-10-25,Processing,32.0,2999.94
45060.0,Neha  Gupta,neha@example.com,Mumbai,Orion-1,2,750.0,2024-05-04,Shipped,29.0,1500.0
45061.0,Neha  Gupta,neha@example.com,Puducherry,Orion-2,1,1299.0,2024-07-28,Delivered,25.0,1299.0
45062.0,Neha  Gupta,neha@example.com,Puducherry,Nexus-X,1,299.5,2024-10-05,Shipped,40.0,299.5
45063.0,Rohan Mehta,rohan@example.com,Bengaluru,Vega-Pro,2,1299.0,2024-04-14,Delivered,40.0,2598.0
45064.0,Rohan Mehta,rohan@example.com,Puducherry,Orion-2,4,750.0,2024-04-04,Processing,32.0,3000.0
45066.0,Ananya Reddy,ananya@example.com,Mumbai,Vega-Pro,5,499.99,2024-04-24,Shipped,32.0,2499.95
45067.0,Neha  Gupta,neha@example.com,Mumbai,Nexus-Y,3,499.99,2024-04-08,Shipped,32.0,1499.97
45068.0,Rohan Mehta,rohan@example.com,Puducherry,Orion-2,5,1299.0,2024-03-05,Shipped,29.0,6495.0
45070.0,Priya Sharma,priya@example.com,Mumbai,Orion-1,2,750.0,2024-08-07,Delivered,32.0,1500.0
45071.0,Rohan Mehta,rohan@example.com,Puducherry,Nexus-X,2,1299.0,2024-06-15,Delivered,25.0,2598.0
45072.0,Ananya Reddy,ananya@example.com,Bengaluru,Nexus-Y,2,750.0,2024-05-30,Shipped,45.0,1500.0
45073.0,Priya Sharma,priya@example.com,Puducherry,Orion-1,3,1499.97,2024-07-25,Processing,40.0,4499.91
45074.0,Ananya Reddy,ananya@example.com,Mumbai,Nexus-Y,2,750.0,2024-04-19,Shipped,32.0,1500.0
45075.0,Kabir Khan,kabir@example.com,Bengaluru,Orion-1,2,1499.97,2024-03-12,Processing,32.0,2999.94
45076.0,Neha  Gupta,neha@example.com,Bengaluru,Orion-2,4,750.0,2024-03-25,Delivered,32.0,3000.0
45077.0,Ananya Reddy,ananya@example.com,Mumbai,Orion-2,5,750.0,2024-07-10,Processing,32.0,3750.0
45078.0,Ananya Reddy,ananya@example.com,Mumbai,Nexus-X,1,1299.0,2024-01-24,Processing,40.0,1299.0
45079.0,Neha  Gupta,neha@example.com,Puducherry,Nexus-Y,1,1499.97,2024-07-31,Delivered,32.0,1499.97
45080.0,Neha  Gupta,neha@example.com,Puducherry,Vega-Pro,4,299.5,2024-08-10,Processing,29.0,1198.0
45081.0,Rohan Mehta,rohan@example.com,Mumbai,Orion-2,2,299.5,2024-09-14,Delivered,45.0,599.0
45082.0,Ananya Reddy,ananya@example.com,Puducherry,Nexus-X,2,1499.97,2024-06-11,Processing,25.0,2999.94
45084.0,Kabir Khan,kabir@example.com,Bengaluru,Vega-Pro,2,1299.0,2024-03-16,Shipped,32.0,2598.0
45085.0,Arjun Singh,arjun@example.com,Bengaluru,Nexus-X,2,499.99,2024-01-07,Shipped,29.0,999.98
45087.0,Kabir Khan,kabir@example.com,Puducherry,Nexus-X,2,750.0,2024-10-21,Processing,32.0,1500.0
45088.0,Kabir Khan,kabir@example.com,Mumbai,Nexus-Y,2,750.0,2024-10-07,Shipped,45.0,1500.0
45089.0,Priya Sharma,priya@example.com,Bengaluru,Orion-2,1,499.99,2024-03-03,Processing,32.0,499.99
45090.0,Neha  Gupta,neha@example.com,Bengaluru,Orion-1,4,750.0,2024-04-05,Shipped,32.0,3000.0
45091.0,Rohan Mehta,rohan@example.com,Puducherry,Orion-2,2,750.0,2024-05-10,Processing,25.0,1500.0
45092.0,Arjun Singh,arjun@example.com,Mumbai,Nexus-X,2,299.5,2024-06-08,Shipped,25.0,599.0
45093.0,Rohan Mehta,rohan@example.com,Mumbai,Vega-Pro,2,750.0,2024-03-26,Processing,32.0,1500.0
45094.0,Ananya Reddy,ananya@example.com,Bengaluru,Orion-2,2,750.0,2024-08-19,Delivered,29.0,1500.0
45095.0,Rohan Mehta,rohan@example.com,Bengaluru,Vega-Pro,2,1299.0,2024-01-08,Delivered,32.0,2598.0
45096.0,Priya Sharma,priya@example.com,Puducherry,Orion-2,2,1299.0,2024-04-29,Processing,32.0,2598.0
45097.0,Rohan Mehta,rohan@example.com,Mumbai,Orion-2,3,1299.0,2024-01-22,Shipped,29.0,3897.0
45098.0,Kabir Khan,kabir@example.com,Puducherry,Orion-1,2,1299.0,2024-10-10,Shipped,45.0,2598.0
45099.0,Rohan Mehta,rohan@example.com,Mumbai,Nexus-X,2,750.0,2024-04-15,Processing,32.0,1500.0
45100.0,Neha  Gupta,neha@example.com,Puducherry,Nexus-X,2,499.99,2024-04-29,Delivered,40.0,999.98
